X;Y;ID;OBJETO;CALLE;ALTURA;DIREC_NORM;DIREC_ARCG;TELEFONO;OBS_TELEFONO;BARRIO;COMUNA
-58.4786553263357;-34.68056564221;745;FARMACIA;AV RIESTRA;6148;RIESTRA AV. 6148;6148 RIESTRA AV.;4601-4785;;VILLA LUGANO;8
-58.4768728585413;-34.676453368423;936;FARMACIA;SOMELLERA;5725;SOMELLERA 5725;5725 SOMELLERA;4601-3100;;VILLA LUGANO;8
-58.4767991068171;-34.675831904692;961;FARMACIA;MURGUIONDO;4064;MURGUIONDO 4064;4064 MURGUIONDO;4601-9669;;VILLA LUGANO;8
-58.4879232424721;-34.6632547403504;1161;FARMACIA;AV EVA PERON;5862;PERON, EVA AV. 5862;5862 PERON, EVA AV.;4682-0519;;VILLA LUGANO;8
-58.4763577840797;-34.6759664972355;1235;FARMACIA;SOMELLERA;5671;SOMELLERA 5671;5671 SOMELLERA;4601-0000;;VILLA LUGANO;8
-58.4781163632855;-34.6661626827268;546;FARMACIA;SANTANDER;5101;SANTANDER 5101;5101 SANTANDER;4601-1199;;VILLA LUGANO;8
-58.3733831549131;-34.6220938324161;249;FARMACIA;AV SAN JUAN;546;SAN JUAN AV. 546;546 SAN JUAN AV.;4300-1501;;SAN TELMO;1
-58.3757568022995;-34.623525505802;329;FARMACIA;COCHABAMBA;710;COCHABAMBA 710;710 COCHABAMBA;4307-5907;;SAN TELMO;1
-58.3718340439852;-34.6252351501634;380;FARMACIA;BRASIL;447;BRASIL 447;447 BRASIL;4361-6114;;SAN TELMO;1
-58.3768884737423;-34.6172394777738;403;FARMACIA;AV INDEPENDENCIA;767;INDEPENDENCIA AV. 767;767 INDEPENDENCIA AV.;4361-1802;;SAN TELMO;1
-58.3692413998273;-34.6190783259412;483;FARMACIA;AV COLON;979;PASEO COLON AV. 979;979 PASEO COLON AV.;;;SAN TELMO;1
-58.3710570721443;-34.6243981976399;646;FARMACIA;AV J. DE GARAY;400;GARAY, JUAN DE AV. 400;400 GARAY, JUAN DE AV.;4361-7262;;SAN TELMO;1
-58.3730509462943;-34.6197361224305;655;FARMACIA;BOLIVAR;1001;BOLIVAR 1001;1001 BOLIVAR;44362-9978;;SAN TELMO;1
-58.3758670074601;-34.6163132463727;698;FARMACIA;CHILE;700;CHILE 700;700 CHILE;4362-4445;;SAN TELMO;1
-58.3674721669186;-34.6218274174176;742;FARMACIA;AV SAN JUAN;172;SAN JUAN AV. 172;172 SAN JUAN AV.;;;SAN TELMO;1
-58.3729016443336;-34.6162094478685;821;FARMACIA;BOLIVAR;716;BOLIVAR 716;716 BOLIVAR;4300-2556;;SAN TELMO;1
-58.3756076009979;-34.618989258439;850;FARMACIA;CHACABUCO;940;CHACABUCO 940;940 CHACABUCO;4362-6127;;SAN TELMO;1
-58.3711896797056;-34.6216728462512;1007;FARMACIA;DEFENSA;1200;DEFENSA 1200;1200 DEFENSA;;;SAN TELMO;1
-58.3719796369521;-34.6208661251309;1141;FARMACIA;HUMBERTO PRIMO;434;HUMBERTO 1° 434;434 HUMBERTO 1°;4361-8894;;SAN TELMO;1
-58.3770618625933;-34.6198859423425;1310;FARMACIA;PIEDRAS;1012;PIEDRAS 1012;1012 PIEDRAS;4300-4519;;SAN TELMO;1
-58.373744558647;-34.6258373493407;1448;FARMACIA;PERU;1520;PERU 1520;1520 PERU;;;SAN TELMO;1
-58.3713575928849;-34.6240562277755;1452;FARMACIA;AV J. DE GARAY;401;GARAY, JUAN DE AV. 401;401 GARAY, JUAN DE AV.;4300-6634;;SAN TELMO;1
-58.3728480324801;-34.6175538847065;1486;FARMACIA;BOLIVAR;830;BOLIVAR 830;830 BOLIVAR;4362-1703;;SAN TELMO;1
-58.3760422903464;-34.6263189149314;725;FARMACIA;BRASIL;800;BRASIL 800;800 BRASIL;4300-5498;;SAN TELMO;1
-58.4750574911666;-34.5526252006328;106;FARMACIA;AV CRISOLOGO LARRALDE;3197;LARRALDE, CRISOLOGO AV. 3197;3197 LARRALDE, CRISOLOGO AV.;4542-9477;;SAAVEDRA;12
-58.4889392397307;-34.5551595276257;260;FARMACIA;AV DR. RICARDO BALBIN;4114;BALBIN, RICARDO, DR. AV. 4114;4114 BALBIN, RICARDO, DR. AV.;4543-0140;;SAAVEDRA;12
-58.4879533157862;-34.5517648356665;303;FARMACIA;RUIZ HUIDOBRO;4062;RUIZ HUIDOBRO AV. 4062;4062 RUIZ HUIDOBRO AV.;4545-4818;;SAAVEDRA;12
-58.4870265925551;-34.555089421316;314;FARMACIA;AV DR. RICARDO BALBIN;4026;BALBIN, RICARDO, DR. AV. 4026;4026 BALBIN, RICARDO, DR. AV.;4546-2315;;SAAVEDRA;12
-58.4768319945333;-34.5502825790173;349;FARMACIA;PINTO;3899;PINTO 3899;3899 PINTO;4542-7547;;SAAVEDRA;12
-58.4870231477652;-34.5520957791662;455;FARMACIA;BESARES;4099;BESARES 4099;4099 BESARES;4541-9585;;SAAVEDRA;12
-58.4880621685083;-34.5593205451599;484;FARMACIA;AV CRISOLOGO LARRALDE;4597;LARRALDE, CRISOLOGO AV. 4597;4597 LARRALDE, CRISOLOGO AV.;4546-3238;;SAAVEDRA;12
-58.4947647087154;-34.5497079177175;512;FARMACIA;MARIANO ACHA;4801;ACHA, MARIANO, GRAL. 4801;4801 ACHA, MARIANO, GRAL.;;;SAAVEDRA;12
-58.4883497313288;-34.5456175849052;900;FARMACIA;VEDIA;3626;VEDIA 3626;3626 VEDIA;5197-6426;/6028/6079;SAAVEDRA;12
-58.4799048869876;-34.5552990891922;1406;FARMACIA;AV CRISOLOGO LARRALDE;3711;LARRALDE, CRISOLOGO AV. 3711;3711 LARRALDE, CRISOLOGO AV.;4543-8881;;SAAVEDRA;12
-58.4767676019258;-34.5444906046904;587;FARMACIA;RAMALLO;2802;RAMALLO 2802;2802 RAMALLO;4702-9687;4793-1917;SAAVEDRA;12
-58.4947725897269;-34.5574523684966;615;FARMACIA;GALVAN;4102;GALVAN 4102;4102 GALVAN;5299-0500;;SAAVEDRA;12
-58.474786052857;-34.5438832856178;674;FARMACIA;RAMALLO;2568;RAMALLO 2568;2568 RAMALLO;4704-4700;;SAAVEDRA;12
-58.4854257886685;-34.5550575552323;701;FARMACIA;AV BALBIN;3936;BALBIN, RICARDO, DR. AV. 3936;3936 BALBIN, RICARDO, DR. AV.;4545-4578;4541-8135;SAAVEDRA;12
-58.4743452968246;-34.5411616642485;1211;FARMACIA;AV CABILDO;4750;CABILDO AV. 4750;4750 CABILDO AV.;4702-9254;;SAAVEDRA;12
-58.469217823022;-34.5479770780184;1274;FARMACIA;AV CABILDO;3834;CABILDO AV. 3834;3834 CABILDO AV.;4702-2407;4702-8148;SAAVEDRA;12
-58.4987596096094;-34.5514976099476;1323;FARMACIA;AV RICARDO BALBIN;4955;BALBIN, RICARDO, DR. AV. 4955;4955 BALBIN, RICARDO, DR. AV.;4542-6681;;SAAVEDRA;12
-58.4853152297045;-34.5544273560606;1393;FARMACIA;GARCIA DEL RIO;4097;GARCIA DEL RIO 4097;4097 GARCIA DEL RIO;4542-1781;;SAAVEDRA;12
-58.4675385899902;-34.5627513005287;9;FARMACIA;AV MONROE;3195;MONROE AV. 3195;3195 MONROE AV.;;;COGHLAN;12
-58.4793748105058;-34.5569571537132;27;FARMACIA;AV DR. RICARDO BALBIN;3496;BALBIN, RICARDO, DR. AV. 3496;3496 BALBIN, RICARDO, DR. AV.;4541-2017;;COGHLAN;12
-58.4731460148112;-34.5584193616247;59;FARMACIA;IBERA;3300;IBERA 3300;3300 IBERA;;;COGHLAN;12
-58.4694361152668;-34.5588811357878;287;FARMACIA;AV CONGRESO;3101;CONGRESO AV. 3101;3101 CONGRESO AV.;;;COGHLAN;12
-58.4884150156899;-34.5777881496034;26;FARMACIA;AV OLAZABAL;5297;OLAZABAL AV. 5297;5297 OLAZABAL AV.;4521-6539;4523-1604;VILLA URQUIZA;12
-58.4940759903973;-34.567279162447;53;FARMACIA;AV TRIUNVIRATO;5602;TRIUNVIRATO AV. 5602;5602 TRIUNVIRATO AV.;4541-1258;;VILLA URQUIZA;12
-58.4808200603911;-34.5678580281905;55;FARMACIA;MARIANO ACHA;2719;ACHA, MARIANO, GRAL. 2719;2719 ACHA, MARIANO, GRAL.;4546-1050;;VILLA URQUIZA;12
-58.494933733973;-34.5736611554451;63;FARMACIA;BURELA;2897;BURELA 2897;2897 BURELA;4521-2540;;VILLA URQUIZA;12
-58.4807954956856;-34.577113479173;93;FARMACIA;JURAMENTO;4948;JURAMENTO 4948;4948 JURAMENTO;;;VILLA URQUIZA;12
-58.4968128874372;-34.5764959829143;118;FARMACIA;PEDRO I. RIVERA;5801;RIVERA, PEDRO I., DR. 5801;5801 RIVERA, PEDRO I., DR.;4572-0873;;VILLA URQUIZA;12
-58.4854559861215;-34.5764643753964;150;FARMACIA;AV OLAZABAL;5068;OLAZABAL AV. 5068;5068 OLAZABAL AV.;4522-5235;;VILLA URQUIZA;12
-58.4833416747863;-34.5606940076791;173;FARMACIA;MANUELA PEDRAZA;4299;PEDRAZA, MANUELA 4299;4299 PEDRAZA, MANUELA;4541-4758;;VILLA URQUIZA;12
-58.4856184129425;-34.5823108860429;266;FARMACIA;BARZANA;1852;BARZANA 1852;1852 BARZANA;4523-1048;;VILLA URQUIZA;12
-58.4804234665376;-34.5731362175894;296;FARMACIA;AV OLAZABAL;4577;OLAZABAL AV. 4577;4577 OLAZABAL AV.;4521-3105;;VILLA URQUIZA;12
-58.4747683181999;-34.570238028393;373;FARMACIA;AV OLAZABAL;4012;OLAZABAL AV. 4012;4012 OLAZABAL AV.;4543-3286;;VILLA URQUIZA;12
-58.4905203956972;-34.5697613583089;410;FARMACIA;AV CONGRESO;5101;CONGRESO AV. 5101;5101 CONGRESO AV.;4541-8379;4547-3966;VILLA URQUIZA;12
-58.4991912845342;-34.571707177519;411;FARMACIA;IBERA;5850;IBERA 5850;5850 IBERA;4572-8894;;VILLA URQUIZA;12
-58.4890007806434;-34.5736846129504;449;FARMACIA;BAUNESS;2600;BAUNESS 2600;2600 BAUNESS;4521-0264;FAX 4524-2880;VILLA URQUIZA;12
-58.4857031304038;-34.5749758676851;637;FARMACIA;AV TRIUNVIRATO;4602;TRIUNVIRATO AV. 4602;4602 TRIUNVIRATO AV.;4523-7577;452-10037 o 4522-4228;VILLA URQUIZA;12
-58.5071862021704;-34.5708831955276;663;FARMACIA;AV DE LOS CONSTITUYENTES;6163;DE LOS CONSTITUYENTES AV. 6163;6163 DE LOS CONSTITUYENTES AV.;4572-9090;;VILLA URQUIZA;12
-58.4712018938692;-34.5695394601015;671;FARMACIA;ROMULO NAON;2186;NAON, ROMULO 2186;2186 NAON, ROMULO;4542-8254;;VILLA URQUIZA;12
-58.4858727869853;-34.5742646427913;675;FARMACIA;MONROE;5080;MONROE 5080;5080 MONROE;4521-6635;;VILLA URQUIZA;12
-58.4789742935031;-34.5789488061163;723;FARMACIA;AV TRIUNVIRATO;4101;TRIUNVIRATO AV. 4101;4101 TRIUNVIRATO AV.;4521-1638;;VILLA URQUIZA;12
-58.4774469900596;-34.5760774735596;868;FARMACIA;AV ALVAREZ THOMAS;2600;ALVAREZ THOMAS AV. 2600;2600 ALVAREZ THOMAS AV.;4521-3788;;VILLA URQUIZA;12
-58.4823586497502;-34.5766456120934;869;FARMACIA;AV TRIUNVIRATO;4381;TRIUNVIRATO AV. 4381;4381 TRIUNVIRATO AV.;4521-0657;;VILLA URQUIZA;12
-58.4881015695852;-34.5732194133908;918;FARMACIA;AV TRIUNVIRATO;4900;TRIUNVIRATO AV. 4900;4900 TRIUNVIRATO AV.;4521-0036;;VILLA URQUIZA;12
-58.4860392380271;-34.5747828618343;989;FARMACIA;AV TRIUNVIRATO;4636;TRIUNVIRATO AV. 4636;4636 TRIUNVIRATO AV.;;;VILLA URQUIZA;12
-58.4833317028491;-34.5759969112223;1054;FARMACIA;AV TRIUNVIRATO;4451;TRIUNVIRATO AV. 4451;4451 TRIUNVIRATO AV.;;;VILLA URQUIZA;12
-58.4887453109116;-34.5783576169024;1145;FARMACIA;AV OLAZABAL;5362;OLAZABAL AV. 5362;5362 OLAZABAL AV.;4524-1300;;VILLA URQUIZA;12
-58.4695745305294;-34.5735412580977;1153;FARMACIA;LA PAMPA;3915;LA PAMPA 3915;3915 LA PAMPA;4555-7454;;VILLA URQUIZA;12
-58.5088900463131;-34.5699458435785;1170;FARMACIA;AV GRAL PAZ;4998;PAZ, GRAL. AV. 4998;4998 PAZ, GRAL. AV.;4573-4919;;VILLA URQUIZA;12
-58.4850921188247;-34.5738379678475;1210;FARMACIA;MONROE;4990;MONROE 4990;4990 MONROE;4522-0082;;VILLA URQUIZA;12
-58.4940883569061;-34.5720300920533;1252;FARMACIA;AV CONGRESO;5452;CONGRESO AV. 5452;5452 CONGRESO AV.;4521-3235;4522-0636;VILLA URQUIZA;12
-58.4899641738757;-34.5738742570955;1255;FARMACIA;CULLEN;5297;CULLEN 5297;5297 CULLEN;4522-6220;;VILLA URQUIZA;12
-58.4863023700347;-34.57409779102;1293;FARMACIA;MONROE;5091;MONROE 5091;5091 MONROE;4521-2653;4521-4321;VILLA URQUIZA;12
-58.4832998142075;-34.5663559453819;1433;FARMACIA;AV CONGRESO;4484;CONGRESO AV. 4484;4484 CONGRESO AV.;4523-1192;;VILLA URQUIZA;12
-58.4848051647861;-34.5736901053389;1507;FARMACIA;MONROE;4968;MONROE 4968;4968 MONROE;4523-5148;;VILLA URQUIZA;12
-58.4517010017325;-34.577015777024;56;FARMACIA;PALPA;3203;PALPA 3203;3203 PALPA;4555-0540;;COLEGIALES;13
-58.4487858899291;-34.5744590527005;75;FARMACIA;TEODORO GARCIA;2902;GARCIA, TEODORO 2902;2902 GARCIA, TEODORO;4555-1476;;COLEGIALES;13
-58.4459084173517;-34.5712931604253;78;FARMACIA;AV FEDERICO LACROZE;2495;LACROZE, FEDERICO AV. 2495;2495 LACROZE, FEDERICO AV.;4777-4939;;COLEGIALES;13
-58.4499522219815;-34.5792733186869;79;FARMACIA;AV FEDERICO LACROZE;3322;LACROZE, FEDERICO AV. 3322;3322 LACROZE, FEDERICO AV.;4553-2540;;COLEGIALES;13
-58.4495552813063;-34.5786138308839;194;FARMACIA;AV FEDERICO LACROZE;3254;LACROZE, FEDERICO AV. 3254;3254 LACROZE, FEDERICO AV.;4555-1763;;COLEGIALES;13
-58.460119594781;-34.5768928895886;344;FARMACIA;AV ELCANO;3501;ELCANO AV. 3501;3501 ELCANO AV.;4551-0439;;COLEGIALES;13
-58.4469730659282;-34.5738295992685;350;FARMACIA;AV FEDERICO LACROZE;2810;LACROZE, FEDERICO AV. 2810;2810 LACROZE, FEDERICO AV.;4555-7755;;COLEGIALES;13
-58.4579256805324;-34.5782312351196;820;FARMACIA;AV ALVAREZ THOMAS;1175;ALVAREZ THOMAS AV. 1175;1175 ALVAREZ THOMAS AV.;4554-7049;;COLEGIALES;13
-58.4520290672448;-34.5665080184887;966;FARMACIA;AV CABILDO;1566;CABILDO AV. 1566;1566 CABILDO AV.;4511-1245;;COLEGIALES;13
-58.4455401481424;-34.569840394345;980;FARMACIA;AV CABILDO;868;CABILDO AV. 868;868 CABILDO AV.;;;COLEGIALES;13
-58.4488409321859;-34.5681948154938;1024;FARMACIA;AV CABILDO;1274;CABILDO AV. 1274;1274 CABILDO AV.;;;COLEGIALES;13
-58.4500978519723;-34.5787115075176;1027;FARMACIA;AV FEDERICO LACROZE;3289;LACROZE, FEDERICO AV. 3289;3289 LACROZE, FEDERICO AV.;;;COLEGIALES;13
-58.4553935457995;-34.5680296145268;1036;FARMACIA;MOLDES;1599;MOLDES 1599;1599 MOLDES;;;COLEGIALES;13
-58.4586971473726;-34.572266401011;1050;FARMACIA;AV ELCANO;3102;ELCANO AV. 3102;3102 ELCANO AV.;;;COLEGIALES;13
-58.4601586967241;-34.5750949083545;1089;FARMACIA;VIRREY AVILES;3371;AVILES, VIRREY 3371;3371 AVILES, VIRREY;4551-1953;;COLEGIALES;13
-58.4451986680851;-34.5700140511822;1115;FARMACIA;AV CABILDO;810;CABILDO AV. 810;810 CABILDO AV.;4772-0323;4778-7475;COLEGIALES;13
-58.4489987543917;-34.5776563237949;1244;FARMACIA;AV FEDERICO LACROZE;3160;LACROZE, FEDERICO AV. 3160;3160 LACROZE, FEDERICO AV.;;;COLEGIALES;13
-58.4507799484178;-34.5771864100753;1256;FARMACIA;CONDE;815;CONDE 815;815 CONDE;4554-8060;;COLEGIALES;13
-58.4464349776486;-34.572240409318;1360;FARMACIA;AV FEDERICO LACROZE;2599;LACROZE, FEDERICO AV. 2599;2599 LACROZE, FEDERICO AV.;4554-5535;;COLEGIALES;13
-58.4596368617312;-34.5753001251356;1460;FARMACIA;AV ELCANO;3364;ELCANO AV. 3364;3364 ELCANO AV.;2068-6422;;COLEGIALES;13
-58.4503025060022;-34.5798613571982;819;FARMACIA;DELGADO;599;DELGADO 599;599 DELGADO;4553-1118;;COLEGIALES;13
-58.3988675193096;-34.6102617943773;13;FARMACIA;PICHINCHA;52;PICHINCHA 52;52 PICHINCHA;4953-4678;;BALVANERA;3
-58.4046173912177;-34.6019997227836;42;FARMACIA;TUCUMAN;2686;TUCUMAN 2686;2686 TUCUMAN;4963-8998;;BALVANERA;3
-58.399278496068;-34.6044469739505;109;FARMACIA;AV CORRIENTES;2289;CORRIENTES AV. 2289;2289 CORRIENTES AV.;4952-1392;;BALVANERA;3
-58.4106807406271;-34.6004442930209;141;FARMACIA;TUCUMAN;3199;TUCUMAN 3199;3199 TUCUMAN;4961-0644;;BALVANERA;3
-58.3967398041872;-34.606110412899;160;FARMACIA;SARMIENTO;2102;SARMIENTO 2102;2102 SARMIENTO;4953-7837;;BALVANERA;3
-58.4012924858726;-34.609680563656;163;FARMACIA;AV RIVADAVIA;2463;RIVADAVIA AV. 2463;2463 RIVADAVIA AV.;4951-4479 4953-4504;;BALVANERA;3
-58.4122413481085;-34.6042721867331;164;FARMACIA;AV CORRIENTES;3326;CORRIENTES AV. 3326;3326 CORRIENTES AV.;4865-5514;;BALVANERA;3
-58.4046818587772;-34.6007663184927;174;FARMACIA;AV PUEYRREDON;802;PUEYRREDON AV. 802;802 PUEYRREDON AV.;4961-4584;;BALVANERA;3
-58.3998593874562;-34.6023682600541;182;FARMACIA;TUCUMAN;2302;TUCUMAN 2302;2302 TUCUMAN;4953-4200;4953-4174;BALVANERA;3
-58.4049041286723;-34.6032169775441;184;FARMACIA;AV PUEYRREDON;609;PUEYRREDON AV. 609;609 PUEYRREDON AV.;4961-8260;;BALVANERA;3
-58.3957295729638;-34.6181873781331;201;FARMACIA;AV INDEPENDENCIA;2083;INDEPENDENCIA AV. 2083;2083 INDEPENDENCIA AV.;4941-7690;;BALVANERA;3
-58.3934351243083;-34.6062217612577;202;FARMACIA;RIOBAMBA;261;RIOBAMBA 261;261 RIOBAMBA;;;BALVANERA;3
-58.4076606477471;-34.5982226654336;219;FARMACIA;AV CORDOBA;2850;CORDOBA AV. 2850;2850 CORDOBA AV.;4961-7092;;BALVANERA;3
-58.3998578315131;-34.6099385305885;224;FARMACIA;AV RIVADAVIA;2358;RIVADAVIA AV. 2358;2358 RIVADAVIA AV.;4953-4454;;BALVANERA;3
-58.395287906288;-34.6033839505376;227;FARMACIA;LAVALLE;2000;LAVALLE 2000;2000 LAVALLE;4953-6209;;BALVANERA;3
-58.3947193546204;-34.6095620381014;238;FARMACIA;AV RIVADAVIA;2000;RIVADAVIA AV. 2000;2000 RIVADAVIA AV.;4952-0501;;BALVANERA;3
-58.3973892429704;-34.6182843444253;246;FARMACIA;AV INDEPENDENCIA;2199;INDEPENDENCIA AV. 2199;2199 INDEPENDENCIA AV.;4941-2365;;BALVANERA;3
-58.4030632327054;-34.611347554346;258;FARMACIA;SAAVEDRA;126;SAAVEDRA 126;126 SAAVEDRA;4951-1702;;BALVANERA;3
-58.4083336112484;-34.610471473878;280;FARMACIA;AV RIVADAVIA;2952;RIVADAVIA AV. 2952;2952 RIVADAVIA AV.;4867-3114;;BALVANERA;3
-58.405995568843;-34.6113969722355;307;FARMACIA;AV JUJUY;107;JUJUY AV. 107;107 JUJUY AV.;4932-5039;;BALVANERA;3
-58.4063895909724;-34.5994008989586;327;FARMACIA;ECUADOR;918;ECUADOR 918;918 ECUADOR;4966-0330;;BALVANERA;3
-58.3965676361936;-34.5999059245212;395;FARMACIA;AV CORDOBA;2064;CORDOBA AV. 2064;2064 CORDOBA AV.;4373-4607;;BALVANERA;3
-58.4115599801052;-34.6002031483151;398;FARMACIA;TUCUMAN;3253;TUCUMAN 3253;3253 TUCUMAN;4861-7025;;BALVANERA;3
-58.4013060337704;-34.6122782842563;423;FARMACIA;ADOLFO ALSINA;2500;ALSINA, ADOLFO 2500;2500 ALSINA, ADOLFO;4942-2240;;BALVANERA;3
-58.4012978530491;-34.6164674788328;431;FARMACIA;MEXICO;2501;MEXICO 2501;2501 MEXICO;4942-4470;;BALVANERA;3
-58.3930488619101;-34.6132622597673;459;FARMACIA;COMBATE DE LOS POZOS;348;COMBATE DE LOS POZOS 348;348 COMBATE DE LOS POZOS;4372-1672;4372-3548;BALVANERA;3
-58.4003007533567;-34.6099464129621;514;FARMACIA;AV RIVADAVIA;2398;RIVADAVIA AV. 2398;2398 RIVADAVIA AV.;4952-3553;;BALVANERA;3
-58.4031406013607;-34.6085066617832;518;FARMACIA;BARTOLOME MITRE;2591;MITRE, BARTOLOME 2591;2591 MITRE, BARTOLOME;4952+8926;;BALVANERA;3
-58.3919690172774;-34.6125423445765;554;FARMACIA;AV ENTRE RIOS;299;ENTRE RIOS AV. 299;299 ENTRE RIOS AV.;4383-0872;;BALVANERA;3
-58.4027427714285;-34.6101217094097;562;FARMACIA;AV RIVADAVIA;2568;RIVADAVIA AV. 2568;2568 RIVADAVIA AV.;4951-4778;4952-3135;BALVANERA;3
-58.3971408481219;-34.6023186025231;567;FARMACIA;TUCUMAN;2102;TUCUMAN 2102;2102 TUCUMAN;4373-2088;;BALVANERA;3
-58.406562067009;-34.6046052173081;889;FARMACIA;AV CORRIENTES;2890;CORRIENTES AV. 2890;2890 CORRIENTES AV.;4866-0294;;BALVANERA;3
-58.3960235836814;-34.6057370267693;898;FARMACIA;SARMIENTO;2057;SARMIENTO 2057;2057 SARMIENTO;4951-4725;;BALVANERA;3
-58.4051881676231;-34.607841619386;909;FARMACIA;TENIENTE GENERAL JUAN D PERON;2740;PERON, JUAN DOMINGO, TTE. GENERAL 2740;2740 PERON, JUAN DOMINGO, TTE. GENERAL;4952-8065;FAX 4951-2012;BALVANERA;3
-58.402226520606;-34.606916272713;911;FARMACIA;LARREA;252;LARREA 252;252 LARREA;4951-9903;;BALVANERA;3
-58.3921453426912;-34.6113421220832;913;FARMACIA;ADOLFO ALSINA;1801;ALSINA, ADOLFO 1801;1801 ALSINA, ADOLFO;4374-7273;;BALVANERA;3
-58.3968082903475;-34.6031596963127;914;FARMACIA;LAVALLE;2099;LAVALLE 2099;2099 LAVALLE;4375-4445;;BALVANERA;3
-58.4063255572814;-34.6086877583657;1386;FARMACIA;BARTOLOME MITRE;2815;MITRE, BARTOLOME 2815;2815 MITRE, BARTOLOME;4518-0601;;BALVANERA;3
-58.396126743441;-34.6088977450959;1388;FARMACIA;JUNIN;43;JUNIN 43;43 JUNIN;;;BALVANERA;3
-58.396895889019;-34.6043546737983;1399;FARMACIA;AV CORRIENTES;2101;CORRIENTES AV. 2101;2101 CORRIENTES AV.;5648-8222;;BALVANERA;3
-58.3950883885693;-34.6127457510749;573;FARMACIA;MORENO;2033;MORENO 2033;2033 MORENO;6326-2600;;BALVANERA;3
-58.3983951847907;-34.6047606912484;583;FARMACIA;AV CORRIENTES;2202;CORRIENTES AV. 2202;2202 CORRIENTES AV.;4953-7902;;BALVANERA;3
-58.4093616117353;-34.6105494605996;596;FARMACIA;AV RIVADAVIA;3030;RIVADAVIA AV. 3030;3030 RIVADAVIA AV.;4862-4091;/95 4862-4092 o 4862-4093;BALVANERA;3
-58.3973130045115;-34.6140189092745;606;FARMACIA;AV BELGRANO;2199;BELGRANO AV. 2199;2199 BELGRANO AV.;4127-1318;;BALVANERA;3
-58.3955928747326;-34.6083834921357;612;FARMACIA;BARTOLOME MITRE;2040;MITRE, BARTOLOME 2040;2040 MITRE, BARTOLOME;4013-6415;;BALVANERA;3
-58.398018586513;-34.6105763919781;613;FARMACIA;H. YRIGOYEN;2251;YRIGOYEN, HIPOLITO 2251;2251 YRIGOYEN, HIPOLITO;;;BALVANERA;3
-58.4024572487337;-34.6026262596728;621;FARMACIA;LARREA;552;LARREA 552;552 LARREA;4962-4895;;BALVANERA;3
-58.4128307071762;-34.6107996662125;627;FARMACIA;AV RIVADAVIA;3284;RIVADAVIA AV. 3284;3284 RIVADAVIA AV.;4861-0646;;BALVANERA;3
-58.4093537973249;-34.6019666246222;647;FARMACIA;ANCHORENA;639;ANCHORENA, TOMAS MANUEL DE, DR. 639;639 ANCHORENA, TOMAS MANUEL DE, DR.;;;BALVANERA;3
-58.401604029355;-34.6142641025627;656;FARMACIA;AV BELGRANO;2509;BELGRANO AV. 2509;2509 BELGRANO AV.;4942-7461;4308-5189;BALVANERA;3
-58.3960473476505;-34.6104150042596;662;FARMACIA;RINCON;96;RINCON 96;96 RINCON;4954-0788;;BALVANERA;3
-58.4018302043362;-34.6146416614601;683;FARMACIA;AV BELGRANO;2530;BELGRANO AV. 2530;2530 BELGRANO AV.;4308-2678;;BALVANERA;3
-58.3998312288898;-34.6029833303669;712;FARMACIA;PASTEUR;532;PASTEUR 532;532 PASTEUR;4959-3100;;BALVANERA;3
-58.4052681319329;-34.6102601597411;714;FARMACIA;AV RIVADAVIA;2754;RIVADAVIA AV. 2754;2754 RIVADAVIA AV.;4864-1834;4861-6502;BALVANERA;3
-58.3932635010903;-34.6055440534294;757;FARMACIA;SARMIENTO;1867;SARMIENTO 1867;1867 SARMIENTO;4373-5781;;BALVANERA;3
-58.394117413488;-34.6040544436263;775;FARMACIA;RIOBAMBA;434;RIOBAMBA 434;434 RIOBAMBA;4954-4569;;BALVANERA;3
-58.4087668569197;-34.5982509923336;787;FARMACIA;AV CORDOBA;2932;CORDOBA AV. 2932;2932 CORDOBA AV.;4961-5943;4963-5009;BALVANERA;3
-58.4032955417329;-34.607657705488;806;FARMACIA;TENIENTE GENERAL JUAN D PERON;2598;PERON, JUAN DOMINGO, TTE. GENERAL 2598;2598 PERON, JUAN DOMINGO, TTE. GENERAL;;;BALVANERA;3
-58.3928360309163;-34.601840677509;824;FARMACIA;AV CALLAO;602;CALLAO AV. 602;602 CALLAO AV.;;;BALVANERA;3
-58.3934382838156;-34.6143063768946;831;FARMACIA;COMBATE DE LOS POZOS;433;COMBATE DE LOS POZOS 433;433 COMBATE DE LOS POZOS;4941-5752;;BALVANERA;3
-58.4042533209466;-34.6171912619357;855;FARMACIA;AV JUJUY;601;JUJUY AV. 601;601 JUJUY AV.;;;BALVANERA;3
-58.402570604318;-34.6088332863784;864;FARMACIA;BARTOLOME MITRE;2542;MITRE, BARTOLOME 2542;2542 MITRE, BARTOLOME;;;BALVANERA;3
-58.400820594059;-34.6096408366918;915;FARMACIA;AV RIVADAVIA;2431;RIVADAVIA AV. 2431;2431 RIVADAVIA AV.;495-2330;;BALVANERA;3
-58.4061197905968;-34.6126355847166;928;FARMACIA;A ALSINA;2842;ALSINA, ADOLFO 2842;2842 ALSINA, ADOLFO;4957-0736;;BALVANERA;3
-58.3920002419009;-34.6118425812618;942;FARMACIA;AV ENTRE RIOS;205;ENTRE RIOS AV. 205;205 ENTRE RIOS AV.;4372-9205;;BALVANERA;3
